,평균온도,일강수량,상대습도,최심적설,기준금리,착공지수,출하량,수주량,예상중량,AE,ARE-580FX,CSA4000,CSA5000,PEMA-500FR,PEMA-580FX,PEMA-CR1000,PEMA-CSA5000,PEMA-HR1000,PEMA-HR1000S,PEMA-HR1500,PEMA-PCM2000,PEMA-PCM2000B,PEMA-PCR3000E,PEMA-PCR3000N,PEMA-PR1000,PEMA-PR2000,PEMA-SN400,PEMA-SP1000,PEMA-SPR,PEMA-SR2000,PEMA-SR2000A,PEMA-SR3000F,PEMA-SR5000F,PR1000,SRE-110,SRE-200,제품명
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,338000.0,343884.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,85000.0,63342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,85000.0,96888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,46000.0,40072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,12000.0,9542.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,133000.0,96310.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,55000.0,50754.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,65000.0,76142.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,10000.0,7154.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,10000.0,8697.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,168000.0,144418.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,35000.0,31329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,17000.0,17504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,17000.0,14855.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,8000.0,8275.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,35000.0,30144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,39600.0,31233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-01-07,2.7500751879699243,7.034736842105263,72.21593984962406,0.024360902255639,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,297000.0,316410.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,70000.0,67411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,45000.0,38702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,43000.0,45675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,20000.0,23570.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,131000.0,166668.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,25000.0,25970.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,15000.0,17413.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,50000.0,46869.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,18000.0,18109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,6000.0,5126.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,10000.0,10449.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,10000.0,10852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,3000.0,3851.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,14000.0,10145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-01-14,1.852781954887218,0.7302255639097744,65.50556390977444,0.0150375939849624,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,567000.0,503251.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,107000.0,89934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,49000.0,54131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,36000.0,32406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,219000.0,179178.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,44000.0,54700.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,95000.0,86370.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,20000.0,24072.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,148000.0,123071.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,5000.0,6246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,27000.0,29443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,29000.0,31570.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,10000.0,12560.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,55000.0,68498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,10000.0,8109.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,28000.0,31682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,5000.0,5809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,10000.0,7428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-01-21,1.0881203007518798,0.1287218045112781,58.339699248120304,0.0321804511278195,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,278000.0,300911.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,100000.0,113689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,74000.0,67173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,46000.0,39839.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,20000.0,25695.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,193000.0,206479.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,13000.0,10090.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,10000.0,8290.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,10000.0,7078.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,10000.0,7395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,192000.0,153392.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,12800.0,12098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,7000.0,6615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,11000.0,9323.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,20000.0,21968.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,5000.0,5093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,7000.0,7287.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-01-28,5.3230075187969925,3.924360902255639,75.3627067669173,0.0,1.25,0.0177849686553636,610.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
