,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
6818,2004200,PEMA053062006,7000,1315,9205000,2020-07-05,2020-07-08,PEMA-SR2000,2020-07
6819,2001102,PEMA053062006,7000,1497,10479000,2020-07-11,2020-07-14,PEMA-SR2000,2020-07
6820,2006600,PEMA053062006,7000,2262,15834000,2020-08-06,2020-08-09,PEMA-SR2000,2020-08
6821,2005900,PEMA053062006,7000,2397,16779000,2020-08-12,2020-08-15,PEMA-SR2000,2020-08
6837,2004300,PEMA023013000,5000,1316,6580000,2020-07-05,2020-07-08,PEMA-SR3000F,2020-07
6838,2002500,PEMA023013000,4000,1794,7176000,2020-07-22,2020-07-25,PEMA-SR3000F,2020-07
6848,2003300,PEMA043072100,10000,2157,21570000,2020-06-02,2020-06-05,PEMA-SR3000F,2020-06
6849,2004400,PEMA043072100,10000,1317,13170000,2020-07-05,2020-07-08,PEMA-SR3000F,2020-07
6850,2003300,PEMA043072100,10000,2157,21570000,2020-08-02,2020-08-05,PEMA-SR3000F,2020-08
6865,2003400,PEMA033074100,23000,2229,51267000,2020-06-06,2020-06-09,PEMA-580FX,2020-06
6866,2003500,PEMA033074100,2000,2230,4460000,2020-06-06,2020-06-09,PEMA-580FX,2020-06
6867,2004500,PEMA033074100,2000,1318,2636000,2020-07-07,2020-07-10,PEMA-580FX,2020-07
6868,2004600,PEMA033074100,23000,1319,30337000,2020-07-07,2020-07-10,PEMA-580FX,2020-07
6869,2003400,PEMA033074100,23000,2229,51267000,2020-08-06,2020-08-09,PEMA-580FX,2020-08
6870,2003500,PEMA033074100,2000,2230,4460000,2020-08-06,2020-08-09,PEMA-580FX,2020-08
6887,2007100,PEMA023024000,10000,2199,21990000,2020-06-05,2020-06-08,CSA5000,2020-06
6888,2004901,PEMA023024000,10000,1322,13220000,2020-07-07,2020-07-10,CSA5000,2020-07
6890,2007100,PEMA023024000,10000,2199,21990000,2020-08-05,2020-08-08,CSA5000,2020-08
6903,2005000,PEMA033109700,10000,1323,13230000,2020-07-07,2020-07-10,CSA5000,2020-07
6904,2003000,PEMA033109700,10000,1799,17990000,2020-07-23,2020-07-26,CSA5000,2020-07
6920,2005800,PEMA023104400,10000,2254,22540000,2020-06-06,2020-06-09,PEMA-HR1500,2020-06
6921,2005000,PEMA023104400,10000,2388,23880000,2020-06-12,2020-06-15,PEMA-HR1500,2020-06
6922,2003400,PEMA023104400,10000,2584,25840000,2020-06-18,2020-06-21,PEMA-HR1500,2020-06
6923,2005100,PEMA023104400,9000,1324,11916000,2020-07-07,2020-07-10,PEMA-HR1500,2020-07
6924,2006900,PEMA023104400,10000,1913,19130000,2020-07-25,2020-07-28,PEMA-HR1500,2020-07
6925,2005800,PEMA023104400,10000,2254,22540000,2020-08-06,2020-08-09,PEMA-HR1500,2020-08
6926,2005000,PEMA023104400,10000,2388,23880000,2020-08-12,2020-08-15,PEMA-HR1500,2020-08
6927,2003400,PEMA023104400,10000,2584,25840000,2020-08-18,2020-08-21,PEMA-HR1500,2020-08
6943,2005200,PEMA013122500,10000,1325,13250000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
6951,2002000,PEMA013119000,8000,2286,18288000,2020-06-07,2020-06-10,PEMA-HR1000,2020-06
6952,2005300,PEMA013119000,8000,1326,10608000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
6953,2002000,PEMA013119000,8000,2286,18288000,2020-08-07,2020-08-10,PEMA-HR1000,2020-08
6968,2005100,PEMA013043200,7000,2247,15729000,2020-06-06,2020-06-09,PEMA-HR1000,2020-06
6969,2004400,PEMA013043200,10000,2382,23820000,2020-06-12,2020-06-15,PEMA-HR1000,2020-06
6970,2005400,PEMA013043200,15000,1327,19905000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
6971,2004700,PEMA013043200,10000,2030,20300000,2020-07-30,2020-08-02,PEMA-HR1000,2020-07
6972,2005100,PEMA013043200,7000,2247,15729000,2020-08-06,2020-08-09,PEMA-HR1000,2020-08
6973,2004400,PEMA013043200,10000,2382,23820000,2020-08-12,2020-08-15,PEMA-HR1000,2020-08
6992,2005600,PEMA013026702,5000,1329,6645000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
6993,2005700,PEMA013026702,5000,1330,6650000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
6994,2006000,PEMA013026702,8000,1901,15208000,2020-07-25,2020-07-28,PEMA-HR1000,2020-07
7014,2002100,PEMA013128300,5000,2145,10725000,2020-06-02,2020-06-05,PEMA-HR1000,2020-06
7015,2005400,PEMA013128300,5000,2605,13025000,2020-06-19,2020-06-22,PEMA-HR1000,2020-06
7016,2005500,PEMA013128300,2000,2606,5212000,2020-06-19,2020-06-22,PEMA-HR1000,2020-06
7017,2005800,PEMA013128300,7000,1331,9317000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
7018,2001400,PEMA013128300,2000,1855,3710000,2020-07-24,2020-07-27,PEMA-HR1000,2020-07
7019,2001500,PEMA013128300,3000,1856,5568000,2020-07-24,2020-07-27,PEMA-HR1000,2020-07
7020,2002100,PEMA013128300,5000,2145,10725000,2020-08-02,2020-08-05,PEMA-HR1000,2020-08
7021,2005400,PEMA013128300,5000,2605,13025000,2020-08-19,2020-08-22,PEMA-HR1000,2020-08
7022,2005500,PEMA013128300,2000,2606,5212000,2020-08-19,2020-08-22,PEMA-HR1000,2020-08
7047,2006100,PEMA013010900,10000,2115,21150000,2020-06-01,2020-06-04,PEMA-HR1000,2020-06
7048,2002400,PEMA013010900,10000,2503,25030000,2020-06-14,2020-06-17,PEMA-HR1000,2020-06
7049,2006200,PEMA013010900,10000,1335,13350000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
7050,2004901,PEMA013010900,10000,1535,15350000,2020-07-14,2020-07-17,PEMA-HR1000,2020-07
7051,2006100,PEMA013010900,10000,2115,21150000,2020-08-01,2020-08-04,PEMA-HR1000,2020-08
7052,2002400,PEMA013010900,10000,2503,25030000,2020-08-14,2020-08-17,PEMA-HR1000,2020-08
7065,2006300,PEMA013104400,10000,1336,13360000,2020-07-07,2020-07-10,PEMA-HR1000,2020-07
7073,2006000,PEMA013004501,10000,2256,22560000,2020-06-06,2020-06-09,PEMA-HR1500,2020-06
7074,2006500,PEMA013004501,10000,1338,13380000,2020-07-07,2020-07-10,PEMA-HR1500,2020-07
7075,2006000,PEMA013004501,10000,2256,22560000,2020-08-06,2020-08-09,PEMA-HR1500,2020-08
7086,2006600,PEMA043023001,8000,1339,10712000,2020-07-07,2020-07-10,PEMA-HR1500,2020-07
7087,2006700,PEMA043023001,5000,1911,9555000,2020-07-25,2020-07-28,PEMA-HR1500,2020-07
7106,2006500,PEMA143057600,10000,2119,21190000,2020-06-01,2020-06-04,PEMA-HR1500,2020-06
7107,2003300,PEMA143057600,10000,2370,23700000,2020-06-11,2020-06-14,PEMA-HR1500,2020-06
7109,2006606,PEMA143057600,10000,1340,13400000,2020-07-07,2020-07-10,PEMA-HR1500,2020-07
7110,2001800,PEMA143057600,10000,1575,15750000,2020-07-15,2020-07-18,PEMA-HR1500,2020-07
7111,2006800,PEMA143057600,10000,1912,19120000,2020-07-25,2020-07-28,PEMA-HR1500,2020-07
7112,2006500,PEMA143057600,10000,2119,21190000,2020-08-01,2020-08-04,PEMA-HR1500,2020-08
7113,2003300,PEMA143057600,10000,2370,23700000,2020-08-11,2020-08-14,PEMA-HR1500,2020-08
7114,2004000,PEMA143057600,10000,2661,26610000,2020-08-20,2020-08-23,PEMA-HR1500,2020-08
7146,2002400,PEMA013129802,22000,2219,48818000,2020-06-05,2020-06-08,PEMA-PR1000,2020-06
7147,2002500,PEMA013129802,3000,2220,6660000,2020-06-05,2020-06-08,PEMA-PR1000,2020-06
7150,2006700,PEMA013129802,15000,1343,20145000,2020-07-07,2020-07-10,PEMA-PR1000,2020-07
7151,2006800,PEMA013129802,10000,1344,13440000,2020-07-07,2020-07-10,PEMA-PR1000,2020-07
7152,2005200,PEMA013129802,22000,1822,40084000,2020-07-23,2020-07-26,PEMA-PR1000,2020-07
7153,2005300,PEMA013129802,3000,1823,5469000,2020-07-23,2020-07-26,PEMA-PR1000,2020-07
7154,2002400,PEMA013129802,22000,2219,48818000,2020-08-05,2020-08-08,PEMA-PR1000,2020-08
7155,2002500,PEMA013129802,3000,2220,6660000,2020-08-05,2020-08-08,PEMA-PR1000,2020-08
7156,2004200,PEMA013129802,20000,2664,53280000,2020-08-20,2020-08-23,PEMA-PR1000,2020-08
7157,2004300,PEMA013129802,5000,2665,13325000,2020-08-20,2020-08-23,PEMA-PR1000,2020-08
7182,2007000,PEMA053048500,10000,1346,13460000,2020-07-07,2020-07-10,PEMA-SR2000A,2020-07
7183,2003800,PEMA053048500,5000,2091,10455000,2020-07-31,2020-08-03,PEMA-SR2000A,2020-07
7191,2007100,PEMA033023006,5000,1347,6735000,2020-07-07,2020-07-10,PEMA-SR3000F,2020-07
7197,2007600,SSA013085300,7000,1352,9464000,2020-07-08,2020-07-11,AE,2020-07
7203,2007700,PEMA033040300,10000,1353,13530000,2020-07-08,2020-07-11,PEMA-CR1000,2020-07
7216,2002000,PEMA043099300,10000,2499,24990000,2020-06-15,2020-06-18,CSA5000,2020-06
7217,2001200,PEMA043099300,10000,1356,13560000,2020-07-08,2020-07-11,CSA5000,2020-07
7218,2006800,PEMA043099300,5000,1983,9915000,2020-07-29,2020-08-01,CSA5000,2020-07
7219,2006900,PEMA043099300,5000,1984,9920000,2020-07-29,2020-08-01,CSA5000,2020-07
7220,2002000,PEMA043099300,10000,2499,24990000,2020-08-15,2020-08-18,CSA5000,2020-08
7237,2001700,PEMA013070800,10000,2497,24970000,2020-06-15,2020-06-18,CSA5000,2020-06
7238,2001300,PEMA013070800,10000,1357,13570000,2020-07-08,2020-07-11,CSA5000,2020-07
7239,2006606,PEMA013070800,10000,2050,20500000,2020-07-31,2020-08-03,CSA5000,2020-07
7240,2001700,PEMA013070800,10000,2497,24970000,2020-08-15,2020-08-18,CSA5000,2020-08
7251,2001800,PEMA013116100,10000,1362,13620000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7259,2005000,PEMA023058200,9000,2104,18936000,2020-06-01,2020-06-04,PEMA-HR1000,2020-06
7260,2002000,PEMA023058200,9000,1363,12267000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7261,2005000,PEMA023058200,9000,2104,18936000,2020-08-01,2020-08-04,PEMA-HR1000,2020-08
7275,2001400,PEMA023105100,10000,2281,22810000,2020-06-07,2020-06-10,PEMA-HR1000,2020-06
7276,2006700,PEMA023105100,10000,2550,25500000,2020-06-16,2020-06-19,PEMA-HR1000,2020-06
7277,2002100,PEMA023105100,10000,1364,13640000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7278,2007500,PEMA023105100,10000,1848,18480000,2020-07-24,2020-07-27,PEMA-HR1000,2020-07
7279,2001400,PEMA023105100,10000,2281,22810000,2020-08-07,2020-08-10,PEMA-HR1000,2020-08
7280,2006700,PEMA023105100,10000,2550,25500000,2020-08-16,2020-08-19,PEMA-HR1000,2020-08
7296,2002200,PEMA013132400,7000,1365,9555000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7297,2001400,PEMA013132400,8000,1997,15976000,2020-07-29,2020-08-01,PEMA-HR1000,2020-07
7308,2002300,PEMA153048300,10000,1366,13660000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7325,2002500,PEMA253048300,7000,2362,16534000,2020-06-11,2020-06-14,PEMA-HR1000,2020-06
7326,2003100,PEMA253048300,8000,1374,10992000,2020-07-08,2020-07-11,PEMA-HR1000,2020-07
7327,2007600,PEMA253048300,8000,1778,14224000,2020-07-22,2020-07-25,PEMA-HR1000,2020-07
7328,2007700,PEMA253048300,8000,1779,14232000,2020-07-22,2020-07-25,PEMA-HR1000,2020-07
7329,2002500,PEMA253048300,7000,2362,16534000,2020-08-11,2020-08-14,PEMA-HR1000,2020-08
7343,2003000,PEMA023113300,10000,2296,22960000,2020-06-07,2020-06-10,PEMA-HR1500,2020-06
7344,2003500,PEMA023113300,10000,1378,13780000,2020-07-08,2020-07-11,PEMA-HR1500,2020-07
7345,2003000,PEMA023113300,10000,2296,22960000,2020-08-07,2020-08-10,PEMA-HR1500,2020-08
7353,2003900,PEMA333048200,10000,1382,13820000,2020-07-08,2020-07-11,PEMA-SR2000,2020-07
7370,2001200,PEMA043043200,7000,2137,14959000,2020-06-01,2020-06-04,PEMA-SR2000A,2020-06
7371,2006000,PEMA043043200,7000,2398,16786000,2020-06-12,2020-06-15,PEMA-SR2000A,2020-06
7373,2004000,PEMA043043200,7000,1383,9681000,2020-07-08,2020-07-11,PEMA-SR2000A,2020-07
7374,2007000,PEMA043043200,7000,1630,11410000,2020-07-16,2020-07-19,PEMA-SR2000A,2020-07
7375,2007800,PEMA043043200,7000,1922,13454000,2020-07-25,2020-07-28,PEMA-SR2000A,2020-07
7376,2001200,PEMA043043200,7000,2137,14959000,2020-08-01,2020-08-04,PEMA-SR2000A,2020-08
7377,2006000,PEMA043043200,7000,2398,16786000,2020-08-12,2020-08-15,PEMA-SR2000A,2020-08
7378,2005200,PEMA043043200,7000,2674,18718000,2020-08-20,2020-08-23,PEMA-SR2000A,2020-08
7398,2003800,PEMA043046500,5000,2304,11520000,2020-06-07,2020-06-10,PEMA-SR3000F,2020-06
7399,2004104,PEMA043046500,3000,1385,4155000,2020-07-08,2020-07-11,PEMA-SR3000F,2020-07
7400,2003800,PEMA043046500,5000,2304,11520000,2020-08-07,2020-08-10,PEMA-SR3000F,2020-08
7408,2004300,PEMA013113800,15000,1387,20805000,2020-07-09,2020-07-12,PEMA-580FX,2020-07
7417,2004400,SSA013035309,2000,1388,2776000,2020-07-09,2020-07-12,AE,2020-07
7418,2006100,SSA013035309,1000,1973,1973000,2020-07-29,2020-08-01,AE,2020-07
7426,2004600,PEMA023037900,8000,1390,11120000,2020-07-09,2020-07-12,CSA5000,2020-07
7434,2007302,PEMA013031700,10000,2201,22010000,2020-06-05,2020-06-08,CSA5000,2020-06
7435,2004800,PEMA013031700,10000,1392,13920000,2020-07-09,2020-07-12,CSA5000,2020-07
7436,2007302,PEMA013031700,10000,2201,22010000,2020-08-05,2020-08-08,CSA5000,2020-08
7452,2005400,PEMA013048900,8000,2321,18568000,2020-06-08,2020-06-11,PEMA-HR1000,2020-06
7453,2005400,PEMA013048900,8000,1398,11184000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7454,2006612,PEMA013048900,8000,1768,14144000,2020-07-22,2020-07-25,PEMA-HR1000,2020-07
7455,2001600,PEMA013048900,8000,2070,16560000,2020-07-31,2020-08-03,PEMA-HR1000,2020-07
7456,2005400,PEMA013048900,8000,2321,18568000,2020-08-08,2020-08-11,PEMA-HR1000,2020-08
7473,2007100,PEMA013114400,10000,2412,24120000,2020-06-13,2020-06-16,PEMA-HR1000,2020-06
7474,2005500,PEMA013114400,10000,1399,13990000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7475,2007600,PEMA013114400,10000,1849,18490000,2020-07-24,2020-07-27,PEMA-HR1000,2020-07
7476,2007100,PEMA013114400,10000,2412,24120000,2020-08-13,2020-08-16,PEMA-HR1000,2020-08
7487,2005900,PEMA013075900,10000,1403,14030000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7495,2002300,PEMA023034201,7000,2360,16520000,2020-06-11,2020-06-14,PEMA-HR1000,2020-06
7496,2006100,PEMA023034201,7000,1405,9835000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7497,2002300,PEMA023034201,7000,2360,16520000,2020-08-11,2020-08-14,PEMA-HR1000,2020-08
7510,2006100,PEMA013087700,10000,2470,24700000,2020-06-14,2020-06-17,PEMA-HR1000,2020-06
7511,2006200,PEMA013087700,10000,1406,14060000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7512,2005700,PEMA013087700,10000,1898,18980000,2020-07-25,2020-07-28,PEMA-HR1000,2020-07
7513,2006100,PEMA013087700,10000,2470,24700000,2020-08-14,2020-08-17,PEMA-HR1000,2020-08
7526,2005000,PEMA013044801,10000,2317,23170000,2020-06-08,2020-06-11,PEMA-HR1000,2020-06
7527,2006300,PEMA013044801,10000,1407,14070000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7528,2005000,PEMA013044801,10000,2317,23170000,2020-08-08,2020-08-11,PEMA-HR1000,2020-08
7539,2006500,PEMA013115800,5000,1409,7045000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7540,2006600,PEMA013115800,5000,1410,7050000,2020-07-09,2020-07-12,PEMA-HR1000,2020-07
7551,2006609,PEMA023061000,7000,1412,9884000,2020-07-09,2020-07-12,PEMA-HR1500,2020-07
7552,2006000,PEMA023061000,3000,1617,4851000,2020-07-16,2020-07-19,PEMA-HR1500,2020-07
7560,2007400,PEMA023019800,2000,1421,2842000,2020-07-09,2020-07-12,PEMA-PR1000,2020-07
7566,2001102,SSA013035315,3000,1426,4278000,2020-07-09,2020-07-12,AE,2020-07
7573,2001400,SSA013069401,10000,2494,24940000,2020-06-15,2020-06-18,AE,2020-06
7574,2001200,SSA013069401,10000,1427,14270000,2020-07-09,2020-07-12,AE,2020-07
7575,2001400,SSA013069401,10000,2494,24940000,2020-08-15,2020-08-18,AE,2020-08
7590,2003700,PEMA013020300,10000,2374,23740000,2020-06-12,2020-06-15,CSA5000,2020-06
7591,2005800,PEMA013020300,10000,2680,26800000,2020-06-21,2020-06-24,CSA5000,2020-06
7592,2001500,PEMA013020300,10000,1430,14300000,2020-07-10,2020-07-13,CSA5000,2020-07
7593,2001300,PEMA013020300,10000,1925,19250000,2020-07-26,2020-07-29,CSA5000,2020-07
7594,2003700,PEMA013020300,10000,2374,23740000,2020-08-12,2020-08-15,CSA5000,2020-08
7595,2005800,PEMA013020300,10000,2680,26800000,2020-08-21,2020-08-24,CSA5000,2020-08
7609,2001600,PEMA043116900,10000,1431,14310000,2020-07-10,2020-07-13,CSA5000,2020-07
7616,2002400,PEMA013126100,8000,2645,21160000,2020-06-20,2020-06-23,CSA5000,2020-06
7617,2002000,PEMA013126100,8000,1434,11472000,2020-07-10,2020-07-13,CSA5000,2020-07
7618,2002400,PEMA013126100,8000,2645,21160000,2020-08-20,2020-08-23,CSA5000,2020-08
7627,2002800,PEMA013117000,5000,1442,7210000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7633,2002900,PEMA013058620,10000,1443,14430000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7639,2003000,PEMA013073200,10000,1444,14440000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7645,2003100,PEMA023026700,10000,1445,14450000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7651,2003400,PEMA013013100,10000,1448,14480000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7658,2002400,PEMA013052400,7000,2574,18018000,2020-06-18,2020-06-21,PEMA-HR1000,2020-06
7659,2003500,PEMA013052400,7000,1449,10143000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7660,2002400,PEMA013052400,7000,2574,18018000,2020-08-18,2020-08-21,PEMA-HR1000,2020-08
7672,2003800,PEMA033035315,5000,1452,7260000,2020-07-09,2020-07-12,PEMA-HR1500,2020-07
7673,2002300,PEMA033035315,8000,2076,16608000,2020-07-31,2020-08-03,PEMA-HR1500,2020-07
7683,2003100,PEMA033060200,10000,2297,22970000,2020-06-07,2020-06-10,PEMA-HR1500,2020-06
7684,2004000,PEMA033060200,10000,1454,14540000,2020-07-10,2020-07-13,PEMA-HR1500,2020-07
7685,2003100,PEMA033060200,10000,2297,22970000,2020-08-07,2020-08-10,PEMA-HR1500,2020-08
7693,2004600,TSN4012000306,5000,1461,7305000,2020-07-10,2020-07-13,PEMA-SN400,2020-07
7701,2007800,PEMA053048519,6000,2135,12810000,2020-06-01,2020-06-04,PEMA-SR2000,2020-06
7702,2004800,PEMA053048519,5000,1463,7315000,2020-07-10,2020-07-13,PEMA-SR2000,2020-07
7703,2007800,PEMA053048519,6000,2135,12810000,2020-08-01,2020-08-04,PEMA-SR2000,2020-08
7711,2004901,PEMA013076910,10000,1464,14640000,2020-07-10,2020-07-13,PEMA-SR2000,2020-07
7717,2005500,SSA013089210,2000,1470,2940000,2020-07-11,2020-07-14,AE,2020-07
7728,2004000,PEMA023054400,2000,2448,4896000,2020-06-13,2020-06-16,CSA5000,2020-06
7729,2005900,PEMA023054400,8000,1474,11792000,2020-07-11,2020-07-14,CSA5000,2020-07
7730,2006700,PEMA023054400,5000,1840,9200000,2020-07-24,2020-07-27,CSA5000,2020-07
7731,2004000,PEMA023054400,2000,2448,4896000,2020-08-13,2020-08-16,CSA5000,2020-08
7742,2006000,PEMA023048701,7000,1475,10325000,2020-07-11,2020-07-14,CSA5000,2020-07
7749,2003100,PEMA013064802,8000,2510,20080000,2020-06-15,2020-06-18,PEMA-HR1000,2020-06
7750,2006200,PEMA013064802,8000,1477,11816000,2020-07-10,2020-07-13,PEMA-HR1000,2020-07
7751,2003100,PEMA013064802,8000,2510,20080000,2020-08-15,2020-08-18,PEMA-HR1000,2020-08
7760,2006300,PEMA013103910,7000,1478,10346000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7769,2006400,PEMA373048300,7000,1479,10353000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7770,2001400,PEMA373048300,5000,2068,10340000,2020-07-31,2020-08-03,PEMA-HR1000,2020-07
7783,2007700,PEMA013116700,10000,2205,22050000,2020-06-05,2020-06-08,PEMA-HR1000,2020-06
7784,2006600,PEMA013116700,10000,1481,14810000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7785,2007700,PEMA013116700,10000,1850,18500000,2020-07-24,2020-07-27,PEMA-HR1000,2020-07
7786,2007700,PEMA013116700,10000,2205,22050000,2020-08-05,2020-08-08,PEMA-HR1000,2020-08
7796,2006609,PEMA043019000,10000,1483,14830000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7802,2006612,PEMA013089210,8000,1484,11872000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7808,2006800,PEMA013117810,8000,1486,11888000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7822,2004800,PEMA353048300,7000,2173,15211000,2020-06-04,2020-06-07,PEMA-HR1000,2020-06
7823,2005700,PEMA353048300,7000,2466,17262000,2020-06-14,2020-06-17,PEMA-HR1000,2020-06
7824,2007600,PEMA353048300,7000,2716,19012000,2020-06-21,2020-06-24,PEMA-HR1000,2020-06
7825,2007200,PEMA353048300,7000,1490,10430000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7826,2006500,PEMA353048300,7000,1906,13342000,2020-07-25,2020-07-28,PEMA-HR1000,2020-07
7827,2004800,PEMA353048300,7000,2173,15211000,2020-08-04,2020-08-07,PEMA-HR1000,2020-08
7828,2005700,PEMA353048300,7000,2466,17262000,2020-08-14,2020-08-17,PEMA-HR1000,2020-08
7829,2007600,PEMA353048300,7000,2716,19012000,2020-08-21,2020-08-24,PEMA-HR1000,2020-08
7847,2002000,PEMA053061600,10000,2215,22150000,2020-06-05,2020-06-08,PEMA-HR1500,2020-06
7848,2007400,PEMA053061600,10000,1492,14920000,2020-07-11,2020-07-14,PEMA-HR1500,2020-07
7849,2002000,PEMA053061600,10000,2215,22150000,2020-08-05,2020-08-08,PEMA-HR1500,2020-08
7862,2006606,PEMA023126700,10000,2476,24760000,2020-06-14,2020-06-17,PEMA-HR1500,2020-06
7863,2007500,PEMA023126700,10000,1493,14930000,2020-07-11,2020-07-14,PEMA-HR1500,2020-07
7864,2005700,PEMA023126700,10000,2040,20400000,2020-07-30,2020-08-02,PEMA-HR1500,2020-07
7865,2006606,PEMA023126700,10000,2476,24760000,2020-08-14,2020-08-17,PEMA-HR1500,2020-08
7876,2001300,PEMA043072101,10000,1499,14990000,2020-07-11,2020-07-14,PEMA-SR5000F,2020-07
7885,2001600,PEMA023089240,10000,1502,15020000,2020-07-11,2020-07-14,CSA5000,2020-07
7886,2006900,PEMA023089240,10000,1842,18420000,2020-07-24,2020-07-27,CSA5000,2020-07
7894,2001700,PEMA053072101,10000,1503,15030000,2020-07-12,2020-07-15,CSA5000,2020-07
7902,2005800,PEMA013106100,10000,2112,21120000,2020-06-01,2020-06-04,PEMA-HR1000,2020-06
7903,2002100,PEMA013106100,10000,1506,15060000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7904,2005800,PEMA013106100,10000,2112,21120000,2020-08-01,2020-08-04,PEMA-HR1000,2020-08
7915,2002200,PEMA013031800,10000,1507,15070000,2020-07-11,2020-07-14,PEMA-HR1000,2020-07
7916,2006100,PEMA013031800,10000,1902,19020000,2020-07-25,2020-07-28,PEMA-HR1000,2020-07
7926,2004000,PEMA313001100,10000,2519,25190000,2020-06-15,2020-06-18,PEMA-HR1500,2020-06
7927,2004100,PEMA313001100,1540,2520,3880800,2020-06-15,2020-06-18,PEMA-HR1500,2020-06
7928,2002800,PEMA313001100,7000,1513,10591000,2020-07-12,2020-07-15,PEMA-HR1500,2020-07
7929,2004000,PEMA313001100,10000,2519,25190000,2020-08-15,2020-08-18,PEMA-HR1500,2020-08
7930,2004100,PEMA313001100,1540,2520,3880800,2020-08-15,2020-08-18,PEMA-HR1500,2020-08
7943,2004400,PEMA403022500,10000,2524,25240000,2020-06-15,2020-06-18,PEMA-HR1500,2020-06
7944,2002900,PEMA403022500,6000,1514,9084000,2020-07-12,2020-07-15,PEMA-HR1500,2020-07
7945,2004400,PEMA403022500,10000,2524,25240000,2020-08-15,2020-08-18,PEMA-HR1500,2020-08
7956,2002100,PEMA013048518,7000,2216,15512000,2020-06-05,2020-06-08,PEMA-HR1500,2020-06
7957,2003000,PEMA013048518,7000,1515,10605000,2020-07-12,2020-07-15,PEMA-HR1500,2020-07
7958,2002100,PEMA013048518,7000,2216,15512000,2020-08-05,2020-08-08,PEMA-HR1500,2020-08
7973,2004104,PEMA013104200,5000,2663,13315000,2020-06-20,2020-06-23,PEMA-HR1500,2020-06
7974,2003100,PEMA013104200,5000,1516,7580000,2020-07-12,2020-07-15,PEMA-HR1500,2020-07
7975,2001102,PEMA013104200,5000,1781,8905000,2020-07-22,2020-07-25,PEMA-HR1500,2020-07
7976,2002200,PEMA013104200,10000,2075,20750000,2020-07-31,2020-08-03,PEMA-HR1500,2020-07
7977,2004104,PEMA013104200,5000,2663,13315000,2020-08-20,2020-08-23,PEMA-HR1500,2020-08
7993,2003200,PEMA013133000,4000,1517,6068000,2020-07-12,2020-07-15,PEMA-PCR3000N,2020-07
7994,2003900,PEMA013133000,3000,1879,5637000,2020-07-24,2020-07-27,PEMA-PCR3000N,2020-07
8008,2006400,PEMA013123000,10000,2189,21890000,2020-06-04,2020-06-07,PEMA-SR2000,2020-06
