,상대습도,일강수량,최심적설,평균온도,기준금리,연면적별,거래처코드,제품명,수주량
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002000,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002000,PEMA-PR1000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002000,PEMA-SR2000A,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002100,CSA5000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002100,PEMA-HR1000,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002100,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002100,PEMA-SN400,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002100,PEMA-SR3000F,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002200,PEMA-HR1000,40000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002200,PEMA-HR1500,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002200,PEMA-SR2000,1000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002200,PEMA-SR3000F,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002300,PEMA-HR1000,44000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002300,PEMA-PR1000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002300,PEMA-PR2000,12500
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002300,PEMA-SR2000,1000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002300,PEMA-SR3000F,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002400,PEMA-500FR,23000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002400,PEMA-HR1000,46000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002400,PEMA-PR1000,22000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002400,PEMA-PR2000,12500
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002400,PEMA-SR2000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-500FR,2000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-HR1000,32000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-HR1500,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-PR1000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-PR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002500,PEMA-SR2000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-580FX,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-HR1000,33000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-HR1500,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-PR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-SR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002600,PEMA-SR3000F,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,CSA4000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,PEMA-HR1000,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,PEMA-PR1000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,PEMA-SR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002700,PEMA-SR3000F,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,PEMA-500FR,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,PEMA-HR1000,13000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,PEMA-HR1500,12000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,PEMA-PR1000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002800,PEMA-SR3000F,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,AE,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,PEMA-580FX,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,PEMA-HR1000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,PEMA-HR1500,6000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,PEMA-PR1000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2002900,PEMA-SN400,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,CSA4000,2000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,CSA5000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,PEMA-HR1000,29000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,PEMA-HR1500,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,PEMA-PR2000,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003000,PEMA-SN400,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003100,CSA5000,26000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003100,PEMA-HR1000,18000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003100,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003100,PEMA-SN400,2800
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003100,PEMA-SR2000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003200,CSA5000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003200,PEMA-HR1000,13000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003200,PEMA-PCM2000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003200,PEMA-PCR3000N,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003200,PEMA-SR2000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003300,CSA5000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003300,PEMA-HR1000,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003300,PEMA-PR1000,22000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003300,PEMA-SR2000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003300,PEMA-SR3000F,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003400,PEMA-500FR,21000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003400,PEMA-HR1000,27000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003400,PEMA-PR1000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003400,PEMA-SR2000,11000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003400,PEMA-SR3000F,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,AE,1000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,CSA5000,22000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,PEMA-HR1000,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,PEMA-HR1500,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,PEMA-PR1000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003500,PEMA-SR2000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,PEMA-CR1000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,PEMA-HR1000,35000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,PEMA-HR1500,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,PEMA-PR1000,22000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003600,PEMA-SR3000F,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003700,PEMA-CR1000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003700,PEMA-HR1000,42000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003700,PEMA-PR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003700,PEMA-SR3000F,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003800,CSA5000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003800,PEMA-HR1000,37000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003800,PEMA-HR1500,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003800,PEMA-PR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003800,PEMA-SR2000,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003900,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003900,PEMA-HR1000,28000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003900,PEMA-HR1500,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2003900,PEMA-SR2000,14000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,PEMA-HR1000,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,PEMA-HR1500,17000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,PEMA-PR1000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,PEMA-SR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004000,PEMA-SR2000A,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,CSA5000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,PEMA-HR1000,22000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,PEMA-PR1000,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,PEMA-SR2000,12000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,PEMA-SR3000F,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004100,PR1000,14000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,CSA5000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PEMA-HR1000,18000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PEMA-HR1500,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PEMA-PR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PEMA-SR2000,12000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PEMA-SR3000F,9000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004104,PR1000,14000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,CSA5000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-580FX,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-HR1000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-PCM2000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-PR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004200,PEMA-SR2000,14000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,CSA5000,18000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-580FX,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-HR1000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-HR1500,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-PR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-SR2000,6000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,PEMA-SR3000F,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004300,SRE-110,39600
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,AE,2000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,CSA5000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,PEMA-HR1000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,PEMA-HR1500,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,PEMA-PR2000,6000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004400,PEMA-SR3000F,13000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,AE,2000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,CSA5000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,PEMA-580FX,2000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,PEMA-HR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,PEMA-HR1500,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,PEMA-PR2000,44000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004500,PEMA-SR3000F,6000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,CSA5000,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-500FR,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-580FX,23000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-HR1000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-HR1500,8000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-PR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004600,PEMA-SN400,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,CSA5000,7000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-580FX,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-CR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-HR1000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-HR1500,15000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-SN400,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004700,PEMA-SR2000,5000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004800,CSA5000,17000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004800,PEMA-580FX,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004800,PEMA-HR1000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004800,PEMA-HR1500,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004800,PEMA-SR2000,10000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004901,CSA5000,20000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004901,PEMA-CR1000,3000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004901,PEMA-HR1000,4000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004901,PEMA-HR1500,25000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2004901,PEMA-SR2000,16000
2020-01,68.31738539898133,2.727843803056027,0.016502546689303885,2.9167741935483873,1.25,6200509,2005000,CSA5000,10000
