,수주량,평균온도,일강수량,상대습도,최심적설,기준금리,착공지수,출하량,예상중량,AE,ARE-580FX,CSA4000,CSA5000,PEMA-500FR,PEMA-580FX,PEMA-CR1000,PEMA-CSA5000,PEMA-HR1000,PEMA-HR1000S,PEMA-HR1500,PEMA-PCM2000,PEMA-PCM2000B,PEMA-PCR3000E,PEMA-PCR3000N,PEMA-PR1000,PEMA-PR2000,PEMA-SN400,PEMA-SP1000,PEMA-SPR,PEMA-SR2000,PEMA-SR2000A,PEMA-SR3000F,PEMA-SR5000F,PR1000,SRE-110,SRE-200
2022-01-25,58900.41635131836,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,53571.79043931454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-25,24314.572814941406,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,17518.64845738085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01-25,9316.03726196289,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,12034.807380059545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,203851.33587646484,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,193390.5172439089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,12222.889556884766,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,6135.616608847189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,37610.47058105469,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,23934.040893458143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,4687.293212890625,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,9826.843069806178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,2637.7472229003906,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,8338.717559927174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,164151.77548217773,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,147505.24502810615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,9779.286071777344,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,7147.209045047371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-25,7787.106536865234,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,12609.728644013752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-01-25,9700.94448852539,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,13864.709777952865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,16732.898376464844,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,23066.58370618632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,6032.390289306641,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-01-25,2816.891387939453,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,6923.48156795572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,15038.63198852539,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,25586.79880236785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-25,815.2048034667969,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,5939.699041408533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,4632.310241699219,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,11726.044417777995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,4951.442362862063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,4994.899162449196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,163.11874077319072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,418.4833226765908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,0.0,6.572498069794007,1.2442453866011784,78.36594564426201,0.1078795426921845,1.0,0.0,492.97191464902784,166.5949388985531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,453984.93142700195,2.179716114906788,0.7744709505109533,60.660242753444514,0.062842672096061,1.0,0.2761528170158003,576.4606588700506,415776.2905317377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,89991.50573730469,2.179716114906788,0.7744709505109533,60.660242753444514,0.062842672096061,1.0,0.2761528170158003,576.4606588700506,81061.72789381791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,58726.57678222656,2.179716114906788,0.7744709505109533,60.660242753444514,0.062842672096061,1.0,0.2761528170158003,576.4606588700506,50294.11968129687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01,26830.88409423828,2.179716114906788,0.7744709505109533,60.660242753444514,0.062842672096061,1.0,0.2761528170158003,576.4606588700506,18065.478572971107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-02-01,2982.4347534179688,2.179716114906788,0.7744709505109533,60.660242753444514,0.062842672096061,1.0,0.2761528170158003,576.4606588700506,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
